"Open/CloseIndicator","Notes/Codes","CurrencyPrimary","FXRateToBase","AssetClass","Symbol","Description","Conid","SecurityID","SecurityIDType","CUSIP","ISIN","FIGI","ListingExchange","UnderlyingConid","UnderlyingSymbol","UnderlyingSecurityID","UnderlyingListingExchange","Issuer","IssuerCountryCode","TradeID","Multiplier","Strike","ReportDate","Expiry","DateTime","TradeDate","SettleDateTarget","Exchange","Quantity","TradePrice","TradeMoney","Proceeds","Taxes","IBCommission","IBCommissionCurrency","NetCash","ClosePrice","CostBasis","FifoPnlRealized","MtmPnl","Buy/Sell","IBOrderID","TransactionID","RelatedTransactionID","HoldingPeriodDateTime","WhenRealized","WhenReopened","OrderType","AccruedInterest","ChangeInQuantity"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319368853","1","11.5","05/21/2024","01/25/2027","05/21/2024 12:43:21","05/21/2024","05/23/2024","ARCA","100","1.49","149","-149","0","-1","USD","-150","1.35","150","0","-14","BUY","3269893889","27672231994","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319368854","1","11.5","05/21/2024","01/25/2027","05/21/2024 12:43:21","05/21/2024","05/23/2024","BATS","100","1.49","149","-149","0","0","USD","-149","1.35","149","0","-14","BUY","3269893889","27672231996","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319368861","1","11.5","05/21/2024","01/25/2027","05/21/2024 12:43:21","05/21/2024","05/23/2024","ARCA","100","1.49","149","-149","0","-0.5","USD","-149.5","1.35","149.5","0","-14","BUY","3269893889","27672231997","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319368864","1","11.5","05/21/2024","01/25/2027","05/21/2024 12:43:21","05/21/2024","05/23/2024","BATS","100","1.49","149","-149","0","-0.5","USD","-149.5","1.35","149.5","0","-14","BUY","3269893889","27672231998","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319368868","1","11.5","05/21/2024","01/25/2027","05/21/2024 12:43:21","05/21/2024","05/23/2024","AMEX","100","1.49","149","-149","0","-0.5","USD","-149.5","1.35","149.5","0","-14","BUY","3269893889","27672231999","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319368870","1","11.5","05/21/2024","01/25/2027","05/21/2024 12:43:21","05/21/2024","05/23/2024","BATS","100","1.49","149","-149","0","-0.5","USD","-149.5","1.35","149.5","0","-14","BUY","3269893889","27672232000","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319368872","1","11.5","05/21/2024","01/25/2027","05/21/2024 12:43:21","05/21/2024","05/23/2024","BATS","210","1.49","312.9","-312.9","0","-1.05","USD","-313.95","1.35","313.95","0","-29.4","BUY","3269893889","27672232001","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319368880","1","11.5","05/21/2024","01/25/2027","05/21/2024 12:43:21","05/21/2024","05/23/2024","ARCA","310","1.49","461.9","-461.9","0","-1.55","USD","-463.45","1.35","463.45","0","-43.4","BUY","3269893889","27672232002","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319519617","1","11.5","05/21/2024","01/25/2027","05/21/2024 13:16:47","05/21/2024","05/23/2024","ARCA","510","1.49","759.9","-759.9","0","-2.55","USD","-762.45","1.35","762.45","0","-71.4","BUY","3269893889","27672644269","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319519626","1","11.5","05/21/2024","01/25/2027","05/21/2024 13:16:47","05/21/2024","05/23/2024","ARCA","510","1.49","759.9","-759.9","0","-2.55","USD","-762.45","1.35","762.45","0","-71.4","BUY","3269893889","27672644271","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319562865","1","11.5","05/21/2024","01/25/2027","05/21/2024 13:28:29","05/21/2024","05/23/2024","ARCA","705","1.49","1050.45","-1050.45","0","-3.525","USD","-1053.975","1.35","1053.975","0","-98.7","BUY","3269893889","27672760958","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319562894","1","11.5","05/21/2024","01/25/2027","05/21/2024 13:28:34","05/21/2024","05/23/2024","ARCA","155","1.49","230.95","-230.95","0","-0.775","USD","-231.725","1.35","231.725","0","-21.7","BUY","3269893889","27672761009","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319792912","1","11.5","05/21/2024","01/25/2027","05/21/2024 14:18:17","05/21/2024","05/23/2024","ARCA","48","1.45","69.6","-69.6","0","-0.696","USD","-70.296","1.35","70.296","0","-4.8","BUY","3270124812","27673396503","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319858546","1","11.5","05/21/2024","01/25/2027","05/21/2024 14:31:47","05/21/2024","05/23/2024","ARCA","1","1.45","1.45","-1.45","0","-0.0145","USD","-1.4645","1.35","1.4645","0","-0.1","BUY","3270124812","27673596215","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6319872885","1","11.5","05/21/2024","01/25/2027","05/21/2024 14:35:11","05/21/2024","05/23/2024","ARCA","812","1.47","1193.64","-1193.64","0","-4.06","USD","-1197.7","1.35","1197.7","0","-97.44","BUY","3270165810","27673627703","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6320098254","1","11.5","05/21/2024","01/25/2027","05/21/2024 15:20:02","05/21/2024","05/23/2024","ARCA","1139","1.47","1674.33","-1674.33","0","-5.695","USD","-1680.025","1.35","1680.025","0","-136.68","BUY","3270165810","27674418699","","","","","LMT","0","0"
"O","","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6320109210","1","11.5","05/21/2024","01/25/2027","05/21/2024 15:21:46","05/21/2024","05/23/2024","ARCA","2000","1.43","2860","-2860","0","-10","USD","-2870","1.35","2870","0","-160","BUY","3270283368","27674456760","","","","","LMT","0","0"
"O","","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6320159246","1","11.5","05/21/2024","01/25/2027","05/21/2024 15:31:34","05/21/2024","05/23/2024","ARCA","2000","1.42","2840","-2840","0","-10","USD","-2850","1.35","2850","0","-140","BUY","3270309807","27674599990","","","","","LMT","0","0"
"O","","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6320159415","1","11.5","05/21/2024","01/25/2027","05/21/2024 15:31:39","05/21/2024","05/23/2024","ARCA","2000","1.4","2800","-2800","0","-10","USD","-2810","1.35","2810","0","-100","BUY","3270309904","27674600207","","","","","LMT","0","0"
"O","","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6320546781","1","11.5","05/21/2024","01/25/2027","05/21/2024 18:36:13","05/21/2024","05/23/2024","ARCA","180","1.37","246.6","-246.6","0","-1","USD","-247.6","1.35","247.6","0","-3.6","BUY","3270510350","27676161453","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6322489051","1","11.5","05/22/2024","01/25/2027","05/22/2024 11:31:19","05/22/2024","05/24/2024","ISLAND","650","1.41","916.5","-916.5","0","-3.25","USD","-919.75","1.43","919.75","0","13","BUY","3271613530","27685688222","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6322489177","1","11.5","05/22/2024","01/25/2027","05/22/2024 11:31:19","05/22/2024","05/24/2024","ISLAND","3","1.41","4.23","-4.23","0","-0.015","USD","-4.245","1.43","4.245","0","0.06","BUY","3271613530","27685688235","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6323118905","1","11.5","05/22/2024","01/25/2027","05/22/2024 13:25:27","05/22/2024","05/24/2024","ARCA","300","1.38","414","-414","0","-1.5","USD","-415.5","1.43","415.5","0","15","BUY","3271613530","27687849857","","","","","LMT","0","0"
"O","","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6323883318","1","11.5","05/22/2024","01/25/2027","05/22/2024 15:15:30","05/22/2024","05/24/2024","DRCTEDGE","367","1.44","528.48","-528.48","0","-1.835","USD","-530.315","1.43","530.315","0","-3.67","BUY","3272369224","27690146682","","","","","LMT","0","0"
"O","","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6323931075","1","11.5","05/22/2024","01/25/2027","05/22/2024 15:23:14","05/22/2024","05/24/2024","DRCTEDGE","133","1.44","191.52","-191.52","0","-1","USD","-192.52","1.43","192.52","0","-1.33","BUY","3272394502","27690289059","","","","","LMT","0","0"
"O","","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6325049192","1","11.5","05/23/2024","01/25/2027","05/23/2024 09:30:00","05/23/2024","05/28/2024","AMEX","2","1.27","2.54","-2.54","0","-0.0264","USD","-2.5664","1.55","2.5664","0","0.56","BUY","3273021794","27697950878","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6326077804","1","11.5","05/23/2024","01/25/2027","05/23/2024 10:10:40","05/23/2024","05/28/2024","NYSE","1965","1.4","2751","-2751","0","-9.825","USD","-2760.825","1.55","2760.825","0","294.75","BUY","3273650152","27700406966","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6326078123","1","11.5","05/23/2024","01/25/2027","05/23/2024 10:10:40","05/23/2024","05/28/2024","NYSE","100","1.4","140","-140","0","-0.5","USD","-140.5","1.55","140.5","0","15","BUY","3273650152","27700407028","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6326662734","1","11.5","05/23/2024","01/25/2027","05/23/2024 10:58:32","05/23/2024","05/28/2024","NYSE","1200","1.4","1680","-1680","0","-6","USD","-1686","1.55","1686","0","180","BUY","3273981371","27702163559","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6326662780","1","11.5","05/23/2024","01/25/2027","05/23/2024 10:58:32","05/23/2024","05/28/2024","NYSE","100","1.4","140","-140","0","-0.5","USD","-140.5","1.55","140.5","0","15","BUY","3273981371","27702163603","","","","","LMT","0","0"
"O","","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6328738539","1","11.5","05/23/2024","01/25/2027","05/23/2024 15:40:43","05/23/2024","05/28/2024","ISLAND","100","1.45","145","-145","0","-1","USD","-146","1.55","146","0","10","BUY","3275151960","27708439177","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6331380913","1","11.5","05/24/2024","01/25/2027","05/24/2024 12:20:30","05/24/2024","05/29/2024","BATS","100","1.55","155","-155","0","-1","USD","-156","1.55","156","0","0","BUY","3276700967","27720778193","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6331380916","1","11.5","05/24/2024","01/25/2027","05/24/2024 12:20:30","05/24/2024","05/29/2024","MEMX","30","1.55","46.5","-46.5","0","0","USD","-46.5","1.55","46.5","0","0","BUY","3276700967","27720778200","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6331380925","1","11.5","05/24/2024","01/25/2027","05/24/2024 12:20:30","05/24/2024","05/29/2024","MEMX","100","1.55","155","-155","0","-0.15","USD","-155.15","1.55","155.15","0","0","BUY","3276700967","27720778207","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6331380930","1","11.5","05/24/2024","01/25/2027","05/24/2024 12:20:30","05/24/2024","05/29/2024","AMEX","100","1.55","155","-155","0","-0.5","USD","-155.5","1.55","155.5","0","0","BUY","3276700967","27720778212","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6331380932","1","11.5","05/24/2024","01/25/2027","05/24/2024 12:20:30","05/24/2024","05/29/2024","AMEX","100","1.55","155","-155","0","-0.5","USD","-155.5","1.55","155.5","0","0","BUY","3276700967","27720778219","","","","","LMT","0","0"
"O","P","USD","1","WAR","SKYH WS","SKYH 25JAN27 11.5 C","541197891","US83085C1154","ISIN","","US83085C1154","","AMEX","541197792","SKYH","US83085C1071","AMEX","SELF","","6331380938","1","11.5","05/24/2024","01/25/2027","05/24/2024 12:20:30","05/24/2024","05/29/2024","BATS","100","1.55","155","-155","0","-0.5","USD","-155.5","1.55","155.5","0","0","BUY","3276700967","27720778225","","","","","LMT","0","0"
