Open/CloseIndicator,Notes/Codes,CurrencyPrimary,FXRateToBase,AssetClass,Symbol,SecurityID,SecurityIDType,Quantity,Description,TradeID,Multiplier,Strike,ReportDate,Expiry,DateTime,TradeDate,SettleDateTarget,Exchange,TradePrice,TradeMoney,Proceeds,Taxes,IBCommission,IBCommissionCurrency,NetCash,ClosePrice,CostBasis,FifoPnlRealized,MtmPnl,Buy/Sell,IBOrderID,TransactionID,RelatedTransactionID,HoldingPeriodDateTime,WhenRealized,WhenReopened,OrderType,AccruedInterest,ChangeInQuantity,CUSIP,ISIN,FIGI
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,53,OXY 03AUG27 22 C,6362716551,1,22,6/5/2024,8/3/2027,6/5/2024 15:48,6/5/2024,6/6/2024,NYSE,37.66,1995.98,-1995.98,0,-1,USD,-1996.98,37.87,1996.98,0,11.13,BUY,3294878638,27853243844,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,100,OXY 03AUG27 22 C,6362716555,1,22,6/5/2024,8/3/2027,6/5/2024 15:48,6/5/2024,6/6/2024,NYSE,37.66,3766,-3766,0,0,USD,-3766,37.87,3766,0,21,BUY,3294878638,27853243857,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,100,OXY 03AUG27 22 C,6362716574,1,22,6/5/2024,8/3/2027,6/5/2024 15:48,6/5/2024,6/6/2024,NYSE,37.66,3766,-3766,0,-0.265,USD,-3766.265,37.87,3766.265,0,21,BUY,3294878638,27853243872,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,100,OXY 03AUG27 22 C,6362727096,1,22,6/5/2024,8/3/2027,6/5/2024 15:49,6/5/2024,6/6/2024,NYSE,37.66,3766,-3766,0,-0.5,USD,-3766.5,37.87,3766.5,0,21,BUY,3294878638,27853267283,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,100,OXY 03AUG27 22 C,6362727032,1,22,6/5/2024,8/3/2027,6/5/2024 15:49,6/5/2024,6/6/2024,NYSE,37.66,3766,-3766,0,-0.5,USD,-3766.5,37.87,3766.5,0,21,BUY,3294878638,27853267322,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,100,OXY 03AUG27 22 C,6362727040,1,22,6/5/2024,8/3/2027,6/5/2024 15:49,6/5/2024,6/6/2024,NYSE,37.66,3766,-3766,0,-0.5,USD,-3766.5,37.87,3766.5,0,21,BUY,3294878638,27853267335,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,183,OXY 03AUG27 22 C,6362727054,1,22,6/5/2024,8/3/2027,6/5/2024 15:49,6/5/2024,6/6/2024,NYSE,37.66,6891.78,-6891.78,0,-0.915,USD,-6892.695,37.87,6892.695,0,38.43,BUY,3294878638,27853267351,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,264,OXY 03AUG27 22 C,6362727078,1,22,6/5/2024,8/3/2027,6/5/2024 15:49,6/5/2024,6/6/2024,NYSE,37.66,9942.24,-9942.24,0,-1.32,USD,-9943.56,37.87,9943.56,0,55.44,BUY,3294878638,27853267368,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,200,OXY 03AUG27 22 C,6383451772,1,22,6/12/2024,8/3/2027,6/12/2024 15:33,6/12/2024,6/13/2024,ARCA,38.28,7656,-7656,0,-1,USD,-7657,38.45,7657,0,34,BUY,3307114941,27938109972,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,200,OXY 03AUG27 22 C,6383451806,1,22,6/12/2024,8/3/2027,6/12/2024 15:33,6/12/2024,6/13/2024,ISLAND,38.28,7656,-7656,0,-1,USD,-7657,38.45,7657,0,34,BUY,3307114941,27938109977,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,100,OXY 03AUG27 22 C,6383451816,1,22,6/12/2024,8/3/2027,6/12/2024 15:33,6/12/2024,6/13/2024,NYSE,38.28,3828,-3828,0,-0.5,USD,-3828.5,38.45,3828.5,0,17,BUY,3307114941,27938109980,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,200,OXY 03AUG27 22 C,6383451852,1,22,6/12/2024,8/3/2027,6/12/2024 15:33,6/12/2024,6/13/2024,NYSE,38.28,7656,-7656,0,-1,USD,-7657,38.45,7657,0,34,BUY,3307114941,27938109984,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,43,OXY 03AUG27 22 C,6383451857,1,22,6/12/2024,8/3/2027,6/12/2024 15:33,6/12/2024,6/13/2024,DRCTEDGE,38.28,1646.04,-1646.04,0,-0.215,USD,-1646.255,38.45,1646.255,0,7.31,BUY,3307114941,27938109987,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,20,OXY 03AUG27 22 C,6390619579,1,22,6/14/2024,8/3/2027,6/14/2024 11:48,6/14/2024,6/17/2024,NYSE,37.63,752.6,-752.6,0,-1,USD,-753.6,37.94,753.6,0,6.2,BUY,3311350463,27969209197,,,,,LMT,0,0,674599162,US6745991629,
O,P,USD,1,WAR,OXY WS,US6745991629,ISIN,480,OXY 03AUG27 22 C,6390619618,1,22,6/14/2024,8/3/2027,6/14/2024 11:48,6/14/2024,6/17/2024,NYSE,37.63,18062.4,-18062.4,0,-1.5,USD,-18063.9,37.94,18063.9,0,148.8,BUY,3311350463,27969209210,,,,,LMT,0,0,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-130,OXY 03AUG27 22 C,6402265773,1,22,6/20/2024,8/3/2027,6/20/2024 9:47,6/20/2024,6/21/2024,NYSE,40.2,-5226,5226,0,-1.1668628,USD,5224.833137,40.58,-4892.30625,332.526887,-49.4,SELL,3318244662,28021910612,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,130,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 9:47,6/20/2024,,NYSE,37.633125,,,,,,,,4892.30625,332.526887,,SELL,,27969209210,,6/14/2024 11:48,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-185,OXY 03AUG27 22 C,6402265826,1,22,6/20/2024,8/3/2027,6/20/2024 9:47,6/20/2024,6/21/2024,NYSE,40.2,-7437,7437,0,-0.8124586,USD,7436.187541,40.58,-6962.128125,474.059416,-70.3,SELL,3318244662,28021910643,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,185,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 9:47,6/20/2024,,NYSE,37.633125,,,,,,,,6962.128125,474.059416,,SELL,,27969209210,,6/14/2024 11:48,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-185,OXY 03AUG27 22 C,6402265963,1,22,6/20/2024,8/3/2027,6/20/2024 9:47,6/20/2024,6/21/2024,NYSE,40.2,-7437,7437,0,-1.1624586,USD,7435.837541,40.58,-6963.065625,472.771917,-70.3,SELL,3318244662,28021910665,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,165,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 9:47,6/20/2024,,NYSE,37.633125,,,,,,,,6209.465625,422.497588,,SELL,,27969209210,,6/14/2024 11:48,,,,,,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,20,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 9:47,6/20/2024,,NYSE,37.68,,,,,,,,753.6,50.274329,,SELL,,27969209197,,6/14/2024 11:48,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-200,OXY 03AUG27 22 C,6402687904,1,22,6/20/2024,8/3/2027,6/20/2024 10:10,6/20/2024,6/21/2024,ARCA,40.43,-8086,8086,0,-1.2579908,USD,8084.742009,40.58,-7657,427.742009,-30,SELL,3318499768,28023159699,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,43,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 10:10,6/20/2024,,DRCTEDGE,38.285,,,,,,,,1646.255,91.964532,,SELL,,27938109987,,6/12/2024 15:33,,,,,,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,157,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 10:10,6/20/2024,,NYSE,38.285,,,,,,,,6010.745,335.777477,,SELL,,27938109984,,6/12/2024 15:33,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-200,OXY 03AUG27 22 C,6402688025,1,22,6/20/2024,8/3/2027,6/20/2024 10:10,6/20/2024,6/21/2024,NYSE,40.43,-8086,8086,0,-1.2579908,USD,8084.742009,40.58,-7657,427.74201,-30,SELL,3318499768,28023160414,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,43,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 10:10,6/20/2024,,NYSE,38.285,,,,,,,,1646.255,91.964532,,SELL,,27938109984,,6/12/2024 15:33,,,,,,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,100,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 10:10,6/20/2024,,NYSE,38.285,,,,,,,,3828.5,213.871005,,SELL,,27938109980,,6/12/2024 15:33,,,,,,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,57,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 10:10,6/20/2024,,ISLAND,38.285,,,,,,,,2182.245,121.906473,,SELL,,27938109977,,6/12/2024 15:33,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-100,OXY 03AUG27 22 C,6402688035,1,22,6/20/2024,8/3/2027,6/20/2024 10:10,6/20/2024,6/21/2024,NYSE,40.43,-4043,4043,0,-0.6289954,USD,4042.371005,40.58,-3828.5,213.871005,-15,SELL,3318499768,28023160525,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,100,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 10:10,6/20/2024,,ISLAND,38.285,,,,,,,,3828.5,213.871005,,SELL,,27938109977,,6/12/2024 15:33,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-200,OXY 03AUG27 22 C,6403818894,1,22,6/20/2024,8/3/2027,6/20/2024 11:58,6/20/2024,6/21/2024,ARCA,40.43,-8086,8086,0,-1.2579908,USD,8084.742009,40.58,-7657,427.742009,-30,SELL,3319162172,28026836170,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,43,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 11:58,6/20/2024,,ISLAND,38.285,,,,,,,,1646.255,91.964532,,SELL,,27938109977,,6/12/2024 15:33,,,,,,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,157,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 11:58,6/20/2024,,ARCA,38.285,,,,,,,,6010.745,335.777477,,SELL,,27938109972,,6/12/2024 15:33,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-100,OXY 03AUG27 22 C,6403818900,1,22,6/20/2024,8/3/2027,6/20/2024 11:58,6/20/2024,6/21/2024,NYSE,40.43,-4043,4043,0,-0.6289954,USD,4042.371005,40.58,-3879.8,162.571005,-15,SELL,3319162172,28026836171,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,43,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 11:58,6/20/2024,,ARCA,38.285,,,,,,,,1646.255,91.964532,,SELL,,27938109972,,6/12/2024 15:33,,,,,,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,57,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 11:58,6/20/2024,,NYSE,39.185,,,,,,,,2233.545,70.606473,,SELL,,27809070274,,6/3/2024 10:18,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-100,OXY 03AUG27 22 C,6403818920,1,22,6/20/2024,8/3/2027,6/20/2024 11:58,6/20/2024,6/21/2024,NYSE,40.43,-4043,4043,0,-0.6289954,USD,4042.371005,40.58,-3918.5,123.871005,-15,SELL,3319162172,28026836172,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,100,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 11:58,6/20/2024,,NYSE,39.185,,,,,,,,3918.5,123.871005,,SELL,,27809070274,,6/3/2024 10:18,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-100,OXY 03AUG27 22 C,6403818936,1,22,6/20/2024,8/3/2027,6/20/2024 11:58,6/20/2024,6/21/2024,ARCA,40.43,-4043,4043,0,-0.6289954,USD,4042.371005,40.58,-3918.5,123.871005,-15,SELL,3319162172,28026836173,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,100,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 11:58,6/20/2024,,NYSE,39.185,,,,,,,,3918.5,123.871005,,SELL,,27809070274,,6/3/2024 10:18,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-100,OXY 03AUG27 22 C,6403853252,1,22,6/20/2024,8/3/2027,6/20/2024 12:02,6/20/2024,6/21/2024,NYSE,40.5,-4050,4050,0,-1.12919,USD,4048.87081,40.58,-3935.375,113.49581,-8,SELL,3319183344,28026934371,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,100,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 12:02,6/20/2024,,NYSE,39.35375,,,,,,,,3935.375,113.49581,,SELL,,27807873770,,6/3/2024 9:56,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-200,OXY 03AUG27 22 C,6403853254,1,22,6/20/2024,8/3/2027,6/20/2024 12:02,6/20/2024,6/21/2024,ISLAND,40.51,-8102,8102,0,-0.7584356,USD,8101.241564,40.58,-7870.75,230.491564,-14,SELL,3319183344,28026934379,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,200,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 12:02,6/20/2024,,NYSE,39.35375,,,,,,,,7870.75,230.491564,,SELL,,27807873770,,6/3/2024 9:56,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-200,OXY 03AUG27 22 C,6403853268,1,22,6/20/2024,8/3/2027,6/20/2024 12:02,6/20/2024,6/21/2024,ISLAND,40.5,-8100,8100,0,-1.25838,USD,8098.74162,40.58,-7871.375,227.36662,-16,SELL,3319183344,28026934385,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,100,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 12:02,6/20/2024,,NYSE,39.35375,,,,,,,,3935.375,113.99581,,SELL,,27807873770,,6/3/2024 9:56,,,,,,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,100,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 12:02,6/20/2024,,NYSE,39.36,,,,,,,,3936,113.37081,,SELL,,27807873567,,6/3/2024 9:56,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-351,OXY 03AUG27 22 C,6404305388,1,22,6/20/2024,8/3/2027,6/20/2024 12:43,6/20/2024,6/21/2024,NYSE,40.92,-14362.92,14362.92,0,-2.212555176,USD,14360.70744,40.58,-13913.885,446.822445,119.34,SELL,3319458015,28028106674,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,200,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 12:43,6/20/2024,,NYSE,39.645,,,,,,,,7929,253.739285,,SELL,,27807067690,,6/3/2024 9:45,,,,,,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,151,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 12:43,6/20/2024,,ARCA,39.635,,,,,,,,5984.885,193.08316,,SELL,,27807067651,,6/3/2024 9:45,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-149,OXY 03AUG27 22 C,6404305427,1,22,6/20/2024,8/3/2027,6/20/2024 12:43,6/20/2024,6/21/2024,NYSE,40.92,-6097.08,6097.08,0,-0.939232824,USD,6096.140767,40.58,-5905.615,190.525767,50.66,SELL,3319458015,28028106835,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,149,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 12:43,6/20/2024,,ARCA,39.635,,,,,,,,5905.615,190.525767,,SELL,,27807067651,,6/3/2024 9:45,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-200,OXY 03AUG27 22 C,6404544347,1,22,6/20/2024,8/3/2027,6/20/2024 13:14,6/20/2024,6/21/2024,NYSE,41.07,-8214,8214,0,-1.2615492,USD,8212.738451,40.58,-7977,235.738451,98,SELL,3319595328,28028830910,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,200,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 13:14,6/20/2024,,NYSE,39.885,,,,,,,,7977,235.738451,,SELL,,27707118258,,5/23/2024 14:42,,,,,,674599162,US6745991629,
C,LI;P,USD,1,WAR,OXY WS,US6745991629,ISIN,-100,OXY 03AUG27 22 C,6404544350,1,22,6/20/2024,8/3/2027,6/20/2024 13:14,6/20/2024,6/21/2024,NYSE,41.07,-4107,4107,0,-0.6307746,USD,4106.369225,40.58,-3988.5,117.869225,49,SELL,3319595328,28028830918,,,,,LMT,0,0,674599162,US6745991629,
C,ST,USD,1,WAR,OXY WS,US6745991629,ISIN,44,OXY 03AUG27 22 C,,1,22,6/20/2024,8/3/2027,6/20/2024 13:14,6/20/2024,,NYSE,39.885,,,,,,,,1754.94,51.862459,,SELL,,27707118258,,5/23/2024 14:42,,,,,,674599162,US6745991629,
