tax_lot_id,dim_time_id,dim_security_id,side,cost_basis,open_date_time,quantity,holding_period_date
00abf9b6-3b44-45f1-b698-1c1668daa7e5,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.645,11/2/2022,300,11/2/2022
00ac7412-ed99-4d03-914b-d172e322615e,20240630,bc555edc-6832-4caa-b082-f7d617c4534a,Long,9.4132,6/20/2024,1,6/20/2024
00b986f5-0c87-48f8-9d56-78cf5381584a,20240630,5527942d-6e58-41eb-a9a1-9e933fe11046,Long,24.63,3/13/2023,50,3/13/2023
00be8be8-5e05-42a1-bfbe-ff79dd8fea98,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.425,5/13/2024,6,5/13/2024
00c2005c-6eac-4b6e-8721-a185157a31a9,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.795,1/21/2024,81,1/21/2024
00c28986-390f-418b-a479-e3b1faf748a4,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.303333333,4/21/2023,300,4/21/2023
00c3a592-509a-4506-8671-c6d0d241c1f0,20240630,2597bc89-3597-402b-b37b-0f0037028ede,Long,2.9430985,6/25/2024,206,6/25/2024
00c839e5-6e45-40a9-b69e-82a518403b5c,20240630,56201eda-dcd2-448e-90ff-aca59bc41a31,Long,92.4,3/10/2022,40,3/10/2022
00cf67ad-cbfb-4931-b920-aa6246d70017,20240630,5d2015c1-7e7b-4143-a63a-1581d4e29d51,Long,1.445,5/22/2024,367,5/22/2024
00d8bb2e-03f9-4934-bc97-80b0fd7b8c08,20240630,aa478ec0-a10d-4373-b38e-db61689bf461,Long,5.381787819,5/16/2021,509,5/16/2021
00e122b7-2cde-44a5-8cd2-60e6dd97ed60,20240630,08bdb21c-daee-4431-bb55-198f115cf175,Long,5.76,3/15/2022,19,3/15/2022
00f0e336-4440-42e1-acde-0f088a41f1bd,20240630,28cad0fa-da64-4d6e-87c9-e5bb64b545bb,Long,29.15,8/21/2023,2,8/21/2023
00f8d6d0-4eae-45e7-9257-946d6f9be773,20240630,cdb622c5-46f6-4609-9fb3-50562697b869,Long,8.935,8/19/2022,200,8/19/2022
00fc6e69-a989-4eb3-bb56-f3b79ee68480,20240630,05146017-de46-47d0-ae07-de10f72cc04f,Long,7.575,5/9/2024,729,5/9/2024
01038ee3-0c1f-4af4-ae82-7328207e3a5a,20240630,cdb622c5-46f6-4609-9fb3-50562697b869,Long,12.855,6/11/2024,100,6/11/2024
010c5964-aa21-4a38-b7ba-d872fad624ae,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,2.865,10/1/2020,100,10/1/2020
010e6aed-149c-4c48-af73-aff707f68d6b,20240630,f0076f9c-6fed-478e-92c1-ef7318c1f3f7,Long,5.17,10/9/2020,60,10/9/2020
010fd5b4-2498-4b8b-871d-a4788958e858,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,3.36362757,6/8/2021,1654,6/8/2021
0113f923-8ca7-4c33-b7cc-edf4de4744d6,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.805,1/18/2024,29,1/18/2024
0113fb0c-788b-4497-8ddc-f2b373b539e1,20240630,8ebe305d-2916-41ae-aca8-45f073123086,Long,1.645,10/11/2022,141,10/11/2022
011526e2-fffb-475e-ae26-474ce58e8f66,20240630,cdb622c5-46f6-4609-9fb3-50562697b869,Long,10.114,10/5/2023,1000,10/5/2023
0118aa31-e8e7-4592-9a11-07a05efb33c9,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.6604,5/9/2022,25,5/9/2022
011fcbe5-831b-4469-bc46-449e91cf44c9,20240630,845ff7d0-da92-4eee-b3fa-37216a499795,Short,59.47318058,6/24/2024,-12,6/24/2024
01340a6e-b98c-431c-b4af-4dec89771a7c,20240630,bc555edc-6832-4caa-b082-f7d617c4534a,Long,9.32,6/20/2024,92,6/20/2024
013463ed-05f9-413f-b80e-f903cef63ba6,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.2,3/12/2024,100,3/12/2024
0139d5f3-01ac-4d3e-97e9-a7899a4d466a,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,11.945,7/14/2021,9,7/14/2021
01509f48-0c24-4e0d-9414-9bf5c0081cc4,20240630,8ebe305d-2916-41ae-aca8-45f073123086,Long,1.44,10/19/2022,28,10/19/2022
01525d66-5995-4237-938a-0bf11b166ba4,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.22,4/12/2022,450,4/12/2022
0165fbde-5663-412c-9d0c-122a4fda0d5d,20240630,56201eda-dcd2-448e-90ff-aca59bc41a31,Long,89.52,7/29/2022,100,7/29/2022
0174e6b7-7961-4244-9794-6668bef65b95,20240630,8ebe305d-2916-41ae-aca8-45f073123086,Long,1.645,10/11/2022,100,10/11/2022
0184e7cf-030c-4828-9ea3-14f8daa84fdf,20240630,05146017-de46-47d0-ae07-de10f72cc04f,Long,7.395,4/30/2024,200,4/30/2024
018723c6-5ff2-48ed-82a7-18ee4bea520f,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,2.846,5/13/2021,1000,5/13/2021
018fc200-734f-41ad-8414-03da44ba4351,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,3.175,8/19/2020,100,8/19/2020
0193ddaf-90d1-40ff-b832-dc1866da76b6,20240630,e336e542-10c6-4319-85b6-6b0038328d9d,Short,117.6088931,5/1/2024,-86,5/1/2024
01a13c62-a052-4789-9975-5a39bbf0caa0,20240630,5d2015c1-7e7b-4143-a63a-1581d4e29d51,Long,1.4645,5/21/2024,1,5/21/2024
01a43de2-ea50-4144-96e1-2391fd0af554,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,1.263,8/29/2023,2000,8/29/2023
01a8e689-fa18-4d73-8136-5737b145a7a2,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.62,4/2/2024,1200,4/2/2024
01b1bc52-c5a5-4a06-a4a4-fd2acdca9867,20240630,8f0a67a1-9d9a-4358-b38d-90bdc25f2c28,Long,57.52,6/14/2024,10,6/14/2024
01c5dc08-cc49-43bb-afd9-6b765868fdb7,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.670536,3/18/2024,1604,3/18/2024
01dd7f74-42c4-4eb2-b8a1-1766f39f8228,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.88,1/4/2024,2,1/4/2024
01e144e2-83a7-4c22-b1c3-c0a0e2b50b2c,20240630,25bcca8a-9421-4d12-8632-e29ae2a263ff,Long,1.39,4/4/2024,75,4/4/2024
01e3ba4e-75b0-41fe-b741-32cfd446c79a,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,1.557553191,7/10/2023,141,7/10/2023
01f8d535-3616-4cd5-8542-e549a99dd951,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,3.161650485,4/25/2021,515,4/25/2021
020005f1-d645-4faa-add0-e972e053abbd,20240630,8ebe305d-2916-41ae-aca8-45f073123086,Long,1.61,10/12/2022,100,10/12/2022
02356b05-1353-42f4-bddd-dc18dd9f3224,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.38,6/5/2024,1440,6/5/2024
0238233a-070f-401c-9ef9-10b86347d0eb,20240630,56201eda-dcd2-448e-90ff-aca59bc41a31,Long,58.1,10/24/2022,100,10/24/2022
0238768e-a770-4cd6-8e7d-b5abdf63f35d,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,11.975,11/19/2021,100,11/19/2021
023a64c1-a979-4824-a220-952e3a66b9e6,20240630,56201eda-dcd2-448e-90ff-aca59bc41a31,Long,89.05,2/24/2023,35,2/24/2023
0249dc36-3acc-4ac1-a06d-1d6589b86138,20240630,28cad0fa-da64-4d6e-87c9-e5bb64b545bb,Long,29.16020408,8/21/2023,98,8/21/2023
0258f18c-74d2-40ef-b708-06bce5247635,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,10.75375,8/6/2021,400,8/6/2021
025a255a-62a2-4e7c-b918-5c981fbc6077,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,2.905,10/19/2020,100,10/19/2020
025a5b94-1107-4144-8d8a-25d7fc9bfdbe,20240630,b6c2f2f3-7653-4e44-b22e-8b87513fb0e9,Long,3.28602998,2/28/2024,16000,2/28/2024
02621dff-05f9-4a04-af42-3fbb9094701f,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,1.475286344,8/7/2023,1135,8/7/2023
02725e44-b1bb-4b32-b9ed-043f23ffd105,20240630,5d2015c1-7e7b-4143-a63a-1581d4e29d51,Long,1.405,6/5/2024,100,6/5/2024
0276a32a-6db7-4560-8f64-47d98205490c,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.305,4/5/2023,100,4/5/2023
027b16e3-0b5c-4c29-8667-f1dd9b15cd29,20240630,6aa47f62-9379-4094-9c44-82098bc7c901,Long,1.815,6/3/2024,26,6/3/2024
027ff0f1-4b31-4078-b8ac-bd9d9f504f2e,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.195,6/5/2024,100,6/5/2024
02850c1f-801f-4bdc-a031-483741e254bd,20240630,8f0a67a1-9d9a-4358-b38d-90bdc25f2c28,Long,57.03,6/17/2024,14,6/17/2024
02874dca-6ed5-4e38-9c18-c886d34cd526,20240630,8ebe305d-2916-41ae-aca8-45f073123086,Long,7.105,5/2/2024,94,5/2/2024
028ded5f-a6e5-486e-a9f3-44090c73395e,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.43,5/12/2024,188,5/12/2024
02952691-6f14-4ad4-b82c-2381cbe4509b,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.66,2/19/2024,1159,2/19/2024
0295ec90-8e4f-4000-97f7-5945ef3c58ad,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,13.305,11/17/2021,15,11/17/2021
0296cdbe-807a-4647-aaa7-bfc786bb0121,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,2.885,10/20/2020,100,10/20/2020
02a21194-2216-42e7-806e-db3a20b0c123,20240630,25bcca8a-9421-4d12-8632-e29ae2a263ff,Long,0.9783,11/1/2023,100,11/1/2023
02a4e058-a7bc-4af7-953d-e7c22a49e089,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.902058824,1/4/2024,272,1/4/2024
02b64cce-7cb2-4ded-b644-317214cbd33e,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.025,6/26/2024,100,6/26/2024
02bb5afb-dda8-4037-8c93-ff4d56c20ad9,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,3.17,4/25/2021,28,4/25/2021
02bbf2ab-9ce7-4d01-8220-afc6b6913d30,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,14.825,11/5/2021,9,11/5/2021
02cd76b7-24a6-4a46-9ce3-f865d844af37,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.205,6/5/2024,100,6/5/2024
02d6c780-5125-495c-9e18-7b5767a78fa5,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.455,3/16/2023,400,3/16/2023
02d9c90b-239e-44ef-b900-e253bf490f38,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.660970403,3/14/2024,6183,3/14/2024
02f1329e-6b16-487f-b1fb-818ee9ef5dcb,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,14.85,11/5/2021,100,11/5/2021
02fce192-539c-446b-85c3-29483e647bc9,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.155,5/30/2024,608,5/30/2024
03050492-8ee5-427f-9400-3d3150cc0506,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.34,3/18/2022,86,3/18/2022
030f0f4c-1d69-455e-9ff2-6d0f603b440b,20240630,cdb622c5-46f6-4609-9fb3-50562697b869,Long,8.35,6/28/2022,100,6/28/2022
0334e668-e733-4d51-bf87-1d63db323ed8,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.575,12/16/2022,200,12/16/2022
033e23f0-2d6a-4576-924c-c7a0442eaeb2,20240630,1053bbb0-2a57-4f14-a6a9-4f12b188397d,Long,91.11,10/23/2023,100,10/23/2023
033fdeca-f9b5-434b-9d74-82ccb729ca96,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,3.37690583,6/8/2021,223,6/8/2021
03514936-79ca-40a3-8c67-211ca22b3d0e,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.9259492,3/18/2022,12.5,3/18/2022
035dc13c-f496-4dc1-9e45-5aefc093e432,20240630,cdb622c5-46f6-4609-9fb3-50562697b869,Long,7.825,7/11/2022,2000,7/11/2022
03653156-afc7-45fd-8f1b-ba7af9fa32d7,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.460832639,4/24/2024,7206,4/24/2024
036c5b1c-6b21-4230-8281-e7057c1b21a9,20240630,5d2015c1-7e7b-4143-a63a-1581d4e29d51,Long,1.655,5/28/2024,100,5/28/2024
036f07f1-37f9-4cfb-8824-22fa6a9ce9bf,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.66,2/20/2024,430,2/20/2024
0372d23a-f2ac-465e-905e-2ec5be3f787f,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.645,11/2/2022,100,11/2/2022
037489ff-a58e-475b-931e-8efbcbd303c7,20240630,2597bc89-3597-402b-b37b-0f0037028ede,Long,3.140625,6/20/2024,596,6/20/2024
038da6ee-227f-48f4-a74b-4941010a4bae,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.185,5/29/2024,100,5/29/2024
038dce68-2a2d-44ab-9ce6-45b7e9284ef5,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.755,11/1/2022,22,11/1/2022
038e3da0-b59d-422b-8f66-d262f25a74fc,20240630,8f0a67a1-9d9a-4358-b38d-90bdc25f2c28,Long,66.7,8/8/2023,25,8/8/2023
03906e7a-f92e-4c80-831c-8b3c7f00f450,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.3906,6/4/2024,10000,6/4/2024
03971093-c6c4-4970-be8b-835d60332a36,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,9.315,9/20/2021,5,9/20/2021
039e055f-914b-427e-80b3-cfea42a86745,20240630,5527942d-6e58-41eb-a9a1-9e933fe11046,Long,23.61,12/19/2022,21,12/19/2022
03b3c619-49d8-4d74-94f5-5e54eeb2fd55,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.440052627,5/1/2024,19742,5/1/2024
03ba9962-16b4-45bf-8c4c-ad7c5a5b03da,20240630,b6c2f2f3-7653-4e44-b22e-8b87513fb0e9,Long,2.94543579,3/7/2024,2000,3/7/2024
03c1a5e0-a8bd-4149-a236-c7b20be91172,20240630,31eb8786-bed5-4060-ae9f-3c3532b7ad13,Long,60.3082,5/25/2023,100,5/25/2023
03c48495-a225-48fb-9ca1-fe351a07fae7,20240630,f0076f9c-6fed-478e-92c1-ef7318c1f3f7,Long,4.695,10/26/2020,45,10/26/2020
03c49a93-f7f8-44fe-8b2c-4d37de01faec,20240630,845ff7d0-da92-4eee-b3fa-37216a499795,Short,59.00369351,6/27/2024,-200,6/27/2024
03cbee18-3fb2-44b1-a7d7-a6dad734d047,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,1.625,5/25/2023,100,5/25/2023
03cd08f2-48a8-4573-b858-514f358d3cb1,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.6806,2/11/2024,10000,2/11/2024
03d04ba7-eac8-47c3-b7c5-7a268616bd44,20240630,b86e91d2-e19d-443c-ac72-f16ac3db7472,Long,6.53275,6/16/2022,200,6/16/2022
03e8173a-83f0-47b8-b69a-c689e45ed90b,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,3.368181818,6/8/2021,330,6/8/2021
03e87dda-ee4e-43dd-99c7-b58b9edb9b6a,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,18.925,2/24/2022,500,2/24/2022
03ea462b-f709-4c5b-9df9-09b2e1104f77,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,9.315,9/20/2021,104,9/20/2021
03ee77e4-cdbf-469e-ac53-6cce73eb0476,20240630,5d2015c1-7e7b-4143-a63a-1581d4e29d51,Long,1.495,5/21/2024,310,5/21/2024
03f04a68-8f83-42e2-af50-7d2ac4422d9e,20240630,b6c2f2f3-7653-4e44-b22e-8b87513fb0e9,Long,2.655195525,4/15/2024,2000,4/15/2024
03f0dcab-7254-42f5-951e-9f5b2034c71e,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.425,5/13/2024,5,5/13/2024
03f37de9-de5a-4a38-9a34-21433e953941,20240630,5d2015c1-7e7b-4143-a63a-1581d4e29d51,Long,1.495,5/30/2024,3000,5/30/2024
03f4617f-7de1-4eea-b9ea-8a4d7c19453b,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.675,3/18/2024,4309,3/18/2024
03f5435b-c269-49c8-a1ce-b4bd1b4acf1d,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.705,11/18/2022,100,11/18/2022
04010fcd-e2a3-4d2a-9728-e94ca585fb85,20240630,c5898d12-c93a-4a4d-8811-e3ba75582ffe,Long,13.655,5/20/2024,300,5/20/2024
040b599e-e34f-44b1-bdd2-be2cfc6c952e,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.185,5/29/2024,4,5/29/2024
0416ed7c-bfac-455e-8cf0-bc9972f32e84,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.68,3/11/2024,281,3/11/2024
041fc3a5-abc4-436a-bc4d-1b4a311c6487,20240630,05146017-de46-47d0-ae07-de10f72cc04f,Long,20.15,10/20/2020,100,10/20/2020
0426a52d-fccf-41ac-a2c7-56000d09c528,20240630,91855f91-3a93-4959-8a82-80dffec923e3,Long,0.82174937,8/14/2023,100000,8/14/2023
0426c9f1-4521-49fd-bb27-f12d0628a1f8,20240630,1053bbb0-2a57-4f14-a6a9-4f12b188397d,Long,89.34,10/24/2023,5,10/24/2023
0435ef8c-be7f-4b9e-b58b-1e90ba05e2e6,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,2.865,10/1/2020,300,10/1/2020
043caf93-0db8-4e27-8dd0-575004692113,20240630,6994f63d-0e4a-44b9-bed3-f923b1e4835d,Long,42.10729927,8/17/2023,137,8/17/2023
043d44f7-f9f8-42ab-a148-e8f1dc4fbe92,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.7,3/5/2024,964,3/5/2024
04461621-a941-43a3-9821-0ed460341174,20240630,5d2015c1-7e7b-4143-a63a-1581d4e29d51,Long,1.605,5/28/2024,1727,5/28/2024
04499b25-45c7-4213-8b98-0c39db41f005,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,2.99,9/14/2021,794,9/14/2021
044a1809-8424-431f-a96f-d85978f37636,20240630,e336e542-10c6-4319-85b6-6b0038328d9d,Short,73.59924521,4/23/2024,-29,4/23/2024
0453c6b1-a0b6-4171-bcd3-a0463beb7897,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,2.95,1/26/2022,437,1/26/2022
045554d9-7b02-4f1b-8b4d-49a8a0abbb15,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,11.685,9/28/2021,9,9/28/2021
045eef79-2a57-42db-8290-c260eee4de3c,20240630,91855f91-3a93-4959-8a82-80dffec923e3,Long,1.013653785,9/16/2022,8000,9/16/2022
0465a16b-1b36-4912-a1ff-d7f32cde3597,20240630,2597bc89-3597-402b-b37b-0f0037028ede,Long,3.527294,6/5/2024,519,6/5/2024
046b009c-a285-43cf-bca0-8127f5876b46,20240630,6aa47f62-9379-4094-9c44-82098bc7c901,Long,1.7936,6/3/2024,900,6/3/2024
047acabd-5fb9-4911-a768-5fdde4e07cb5,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.440352,5/1/2024,2222,5/1/2024
0487555a-0605-45e7-be48-816edb9230c6,20240630,c5898d12-c93a-4a4d-8811-e3ba75582ffe,Long,13.855,6/12/2024,19,6/12/2024
0496088b-1475-4b85-a17e-b3943b11db2d,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.436415094,5/15/2024,4240,5/15/2024
04a098f0-b4f6-4cfe-94e5-a7cf210937fb,20240630,c5898d12-c93a-4a4d-8811-e3ba75582ffe,Long,13.85,6/21/2024,3,6/21/2024
04a2a1bc-6d70-4e8e-a721-ff27606e76e4,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,1.225,8/30/2023,94,8/30/2023
04a5902e-2241-48cc-af63-254c5d9071af,20240630,6aa47f62-9379-4094-9c44-82098bc7c901,Long,1.603,6/5/2024,2900,6/5/2024
04a6a218-8f17-4134-ace5-caffab7d7761,20240630,6aa47f62-9379-4094-9c44-82098bc7c901,Long,1.43,6/20/2024,700,6/20/2024
04a9845d-5103-4f0c-b72e-c567d0762778,20240630,8ebe305d-2916-41ae-aca8-45f073123086,Long,7.43,6/20/2024,1000,6/20/2024
04b43d9d-bee9-4cff-a727-24ef7d17d6e5,20240630,5d2015c1-7e7b-4143-a63a-1581d4e29d51,Long,1.405,6/5/2024,100,6/5/2024
04c78e2f-77e8-4e6d-a46a-e7c41f628e44,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,1.635,5/17/2024,5,5/17/2024
04fb9a21-24ec-4dd4-9cd7-7c72b7d7d569,20240630,c8515363-aeed-4fed-9936-54e40972c790,Long,13.4125,11/15/2021,10,11/15/2021
05086043-8c89-4b0b-ac3b-e674032bf2e3,20240630,b86e91d2-e19d-443c-ac72-f16ac3db7472,Long,7.813,5/10/2022,1700,5/10/2022
050daaad-dbda-4769-a301-4f574ec259ab,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.691411101,3/6/2024,4252,3/6/2024
050dee53-2a4a-4b28-8687-77e584e6f7c8,20240630,2597bc89-3597-402b-b37b-0f0037028ede,Long,2.809984119,6/27/2024,488,6/27/2024
05182490-e622-46f7-a135-f356f9262abf,20240630,8ebe305d-2916-41ae-aca8-45f073123086,Long,1.395,11/21/2022,100,11/21/2022
051f8c98-ca8a-4343-86b6-87d36d2ad978,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,3.15,4/25/2021,96,4/25/2021
0527c90b-43db-4859-9d4f-cb40a7fc470a,20240630,91855f91-3a93-4959-8a82-80dffec923e3,Long,0.499513965,5/28/2024,2000,5/28/2024
052a0c02-7575-457a-a81b-48e0544f5189,20240630,2597bc89-3597-402b-b37b-0f0037028ede,Long,3.422707428,5/13/2024,138,5/13/2024
052cb083-3741-465b-9722-83f5d3214e7b,20240630,0f3374b6-54e6-46d8-811f-4f5598ddf924,Long,2.055,5/1/2023,200,5/1/2023
05325183-bfae-4a01-a7f9-c48b47fb36dd,20240630,845ff7d0-da92-4eee-b3fa-37216a499795,Short,47.14964044,10/27/2021,-50,10/27/2021
0536ad6c-c261-47ca-9c53-074ad7d91780,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,0.44,5/21/2024,500,5/21/2024
0542aac7-df4b-4380-941b-082735d0fdf6,20240630,c5898d12-c93a-4a4d-8811-e3ba75582ffe,Long,15.61,5/7/2024,100,5/7/2024
054a813d-1f93-4ea1-9ec3-258284b71356,20240630,28cad0fa-da64-4d6e-87c9-e5bb64b545bb,Long,25.815,10/4/2023,400,10/4/2023
0574beb5-0869-464a-a77c-2fa4939f7f0e,20240630,d27d4c85-f94b-47b8-9b42-c20d6e0ab427,Long,1.463898305,5/24/2023,177,5/24/2023
